"x"
"FLYWCH2|114984"
"RNF123|63891"
"ARMC6|93436"
"HARS2|23438"
"PNMA6A|84968"
"ENPP5|59084"
"MFHAS1|9258"
"POLR2I|5438"
"INTS5|80789"
"C16orf7|9605"
"TMEM199|147007"
"THBS2|7058"
"C1orf77|26097"
"BCO2|83875"
"GRHPR|9380"
"DPY19L4|286148"
"HIST1H2BG|8339"
"HIST3H2A|92815"
"MARS|4141"
"SMAD3|4088"
"P2RY6|5031"
"GNPDA1|10007"
"CCDC99|54908"
"CHGA|1113"
"ZBTB16|7704"
"ENTPD7|57089"
"PLEKHA8|84725"
"EGFL8|80864"
"LHX1|3975"
"LOC642846|642846"
"ZNF594|84622"
"DYNLL1|8655"
"KIAA1324L|222223"
"CRISPLD1|83690"
"PACSIN2|11252"
"LOC148413|148413"
"MAP1LC3A|84557"
"TMEM42|131616"
"HIST1H2BJ|8970"
"KCNN3|3782"
"TARDBP|23435"
"ASNSD1|54529"
"RRAD|6236"
"TTPAL|79183"
"ACTC1|70"
"CGREF1|10669"
"DLX4|1748"
"IL17RD|54756"
"DHODH|1723"
"TMEM63C|57156"
"CAPZA2|830"
"RALGDS|5900"
"DEPDC1|55635"
"HOXB6|3216"
"C1orf106|55765"
"PKN1|5585"
"FANK1|92565"
"ANAPC7|51434"
"LOC150786|150786"
"SCEL|8796"
"METTL7A|25840"
"LYRM2|57226"
"THAP7|80764"
"FLOT1|10211"
"BGLAP|632"
"GLI1|2735"
"LOC729082|729082"
"SLC25A20|788"
"PYGO2|90780"
"ZNF596|169270"
"ZFAND3|60685"
"LHFPL2|10184"
"C3orf71|646450"
"SC65|10609"
"IMPA2|3613"
"PODN|127435"
"ZNF48|197407"
"SEPT8|23176"
"TMEM51|55092"
"SUSD1|64420"
"CTHRC1|115908"
"SYNPO2|171024"
"NAPB|63908"
"ZDHHC15|158866"
"ARMC5|79798"
"KLRAQ1|129285"
"SSR4|6748"
"TNRC18|84629"
"CALB2|794"
"ADAMTS13|11093"
"ZNF555|148254"
"HIST1H1E|3008"
"ORC6L|23594"
"FH|2271"
"BAT2|7916"
"ZNF187|7741"
"LOC400759|400759"
"NUP160|23279"
"POLG|5428"
"ARFIP1|27236"
"SLC16A4|9122"
"MKS1|54903"
"VSTM2L|128434"
"SPAST|6683"
"SBSN|374897"
"LTA|4049"
"NR4A1|3164"
"TP53TG1|11257"
"TIMP1|7076"
"GFRA2|2675"
"TNFRSF21|27242"
"C1orf131|128061"
"HS3ST5|222537"
"CPAMD8|27151"
"RIBC1|158787"
"DNAJC25|548645"
"B4GALT6|9331"
"LYPD3|27076"
"DDHD1|80821"
"ACTN1|87"
"MEGF10|84466"
"DDIT3|1649"
"STXBP5|134957"
"CCDC102B|79839"
"VPS25|84313"
"HERC2|8924"
"SERP1|27230"
"ALOX12P2|245"
"LDLRAD3|143458"
"ECEL1|9427"
"PIK3C3|5289"
"CCDC45|90799"
"DYNC2H1|79659"
"COL8A2|1296"
"MSMP|692094"
"DCTN1|1639"
"FAM174A|345757"
"DBN1|1627"
"FBLN5|10516"
"BBS4|585"
"HOXB7|3217"
"SPINT1|6692"
"CHMP2A|27243"
"WASF1|8936"
"C19orf6|91304"
"ELF5|2001"
"ERAP2|64167"
"MTCP1NB|100272147"
"CDH8|1006"
"GIPC3|126326"
"GPD1L|23171"
"NT5C3|51251"
"RIF1|55183"
"C1QTNF3|114899"
"SEMA5A|9037"
"CALML3|810"
"MT1H|4496"
"COL4A5|1287"
"IL17RC|84818"
"ELL3|80237"
"TEAD2|8463"
"AAMP|14"
"ATP5G2|517"
"ERCC8|1161"
"PHKG1|5260"
"NUMBL|9253"
"CDC42BPG|55561"
"AGAP7|653268"
"FOXF1|2294"
"TCP11L2|255394"
"AZI1|22994"
"DGKH|160851"
"MLST8|64223"
"LIF|3976"
"FOXF2|2295"
"LIPH|200879"
"RNF7|9616"
"PROC|5624"
"TMEM109|79073"
"C10orf2|56652"
"MTRF1|9617"
"RPS25|6230"
"YY1AP1|55249"
"C6orf122|401288"
"KRT18|3875"
"KCNA3|3738"
"ANKRD44|91526"
"DYRK2|8445"
"QSOX2|169714"
"HIST1H3H|8357"
"SSR2|6746"
"EIF3H|8667"
"LRP1B|53353"
"CFDP1|10428"
"C6orf108|10591"
"TSPYL4|23270"
"TMEM47|83604"
"KRT19|3880"
"ZNF530|348327"
"LSM3|27258"
"ZP3|7784"
"FLNC|2318"
"TSPAN2|10100"
"TMEM70|54968"
"A2LD1|87769"
"PHC3|80012"
"FMNL3|91010"
"ETV6|2120"
"P2RX7|5027"
"GIT1|28964"
"SEMA6D|80031"
"GUSBP3|653188"
"UBXN10|127733"
"SLC40A1|30061"
"C2orf44|80304"
"GJA5|2702"
"PICALM|8301"
"SRF|6722"
"UBE2J1|51465"
"HSD11B2|3291"
"EPT1|85465"
"OTUD3|23252"
"NUDT21|11051"
"C2orf69|205327"
"C2|717"
"HSPBP1|23640"
"TMED10P1|286102"
"API5|8539"
"C5orf4|10826"
"FOXD1|2297"
"BECN1|8678"
"ZNF419|79744"
"C1R|715"
"SEMA4G|57715"
"MTF1|4520"
"SGSM2|9905"
"TSPAN4|7106"
"RPL18|6141"
"FOLH1|2346"
"NDUFA7|4701"
"RAMP1|10267"
"FAM71E1|112703"
"PLEKHH2|130271"
"PDCD4|27250"
"RNF6|6049"
"SPIRE1|56907"
"IGDCC4|57722"
"CDC42SE2|56990"
"ZFX|7543"
"C11orf49|79096"
"LOC220729|220729"
"SIGLEC5|8778"
"CNOT2|4848"
"JAKMIP3|282973"
"ZNF296|162979"
"WIPF3|644150"
"STAT2|6773"
"GABRG2|2566"
"DUS2L|54920"
"EIF4A3|9775"
"SNN|8303"
"PCDHGA7|56108"
"CDK11B|984"
"FAM184A|79632"
"KIF20A|10112"
"TMEM5|10329"
"SPRY4|81848"
"CAMLG|819"
"SLC16A1|6566"
"ZNF84|7637"
"NR4A3|8013"
"SOX8|30812"
"SLC25A27|9481"
"HLA-B|3106"
"RPL37|6167"
"MKI67IP|84365"
"CFL2|1073"
"MPST|4357"
"C1QTNF6|114904"
"MEIS1|4211"
"INPP5E|56623"
"HAAO|23498"
"TMEM201|199953"
"HSP90AA1|3320"
"USP5|8078"
"BATF|10538"
"RGS16|6004"
"PNMA1|9240"
"OR2A7|401427"
"SNTB2|6645"
"IREB2|3658"
"STK31|56164"
"ZNF527|84503"
"FZD7|8324"
"HNRNPU|3192"
"OCIAD1|54940"
"ZDHHC12|84885"
"FUT10|84750"
"SNRPF|6636"
"ARSG|22901"
"PTEN|5728"
"NDUFA13|51079"
"TICAM2|353376"
"MTHFD1L|25902"
"AZGP1|563"
"ZDHHC18|84243"
"AGAP2|116986"
"FAM76A|199870"
"IRAK3|11213"
"SLC35B1|10237"
"KLF12|11278"
"APBA2|321"
"STAG3L1|54441"
"TPRKB|51002"
"C4orf23|152992"
"CYP4F12|66002"
"SBF1|6305"
"GAL3ST4|79690"
"RAB3A|5864"
"RGPD3|653489"
"PODXL2|50512"
"EGF|1950"
"AHI1|54806"
"GTF3C2|2976"
"COL18A1|80781"
"SGCB|6443"
"ZRANB3|84083"
"ATP6V0B|533"
"RPP21|79897"
"ZER1|10444"
"AGPAT2|10555"
"GGT7|2686"
"PTPRD|5789"
"XAF1|54739"
"PCGF2|7703"
"ACTR1A|10121"
"ZNF562|54811"
"SLC44A1|23446"
"FAM161B|145483"
"TOPORS|10210"
"ABLIM3|22885"
"TXNL4A|10907"
"NR5A2|2494"
"SEC16A|9919"
"SULF1|23213"
"PDZD4|57595"
"GUCA1B|2979"
"CERCAM|51148"
"PPFIBP2|8495"
"RBM26|64062"
"CRAMP1L|57585"
"ITPKC|80271"
"EMP1|2012"
"TBC1D10C|374403"
"LYNX1|66004"
"PPP1R16A|84988"
"SERPINB6|5269"
"CES1|1066"
"SH3BP4|23677"
"HECTD1|25831"
"C5orf22|55322"
"ISM1|140862"
"GREB1|9687"
"OSR2|116039"
"WDR81|124997"
"SNAPIN|23557"
"FAM63B|54629"
"HNRNPH1|3187"
"C6orf226|441150"
"PRDM4|11108"
"VGLL1|51442"
"GLT1D1|144423"
"NACAP1|83955"
"C2orf24|27013"
"CCDC113|29070"
"CILP2|148113"
"RHOU|58480"
"BBS7|55212"
"RBM41|55285"
"BAT1|7919"
"MTA1|9112"
"TMEM100|55273"
"FAM100B|283991"
"PARP16|54956"
"CENPB|1059"
"SNRPA1|6627"
"TROAP|10024"
"NIP7|51388"
"PRPF40B|25766"
"SUGT1L1|283507"
"MAGEL2|54551"
"PRUNE2|158471"
"LRRC46|90506"
"GBF1|8729"
"KIAA1704|55425"
"LOC729234|729234"
"CALHM2|51063"
"C1orf69|200205"
"RTP4|64108"
"PAK4|10298"
"KRT86|3892"
"PI4KA|5297"
"LARS|51520"
"CBR3|874"
"HTR7P1|93164"
"LDLR|3949"
"PORCN|64840"
"RPL26|6154"
"FAM164A|51101"
"GSTT2|2953"
"CAPG|822"
"FAM189B|10712"
"KLHL6|89857"
"CMTM4|146223"
"TPRG1|285386"
"ZNF519|162655"
"ADH7|131"
"TMEM98|26022"
"TPI1P2|286016"
"MAP2K4|6416"
"KIAA1737|85457"
"RAPGEF2|9693"
"APLNR|187"
"INHBA|3624"
"REEP6|92840"
"IBSP|3381"
"ZNF670|93474"
"RHOT1|55288"
"HBB|3043"
"PSAPL1|768239"
"EFNA1|1942"
"MIA|8190"
"HSPA1A|3303"
"KLHL31|401265"
"ALKBH1|8846"
"MED13L|23389"
"POM121C|100101267"
"PEBP1|5037"
"ELP3|55140"
"EHHADH|1962"
"SCML1|6322"
"CHAF1B|8208"
"SERPINB4|6318"
"ISCA2|122961"
"CXorf57|55086"
"ZBTB40|9923"
"ORC3L|23595"
"LOC400027|400027"
"UBE4A|9354"
"TXNRD2|10587"
"GNB5|10681"
"POP7|10248"
"TG|7038"
"RASSF10|644943"
"CBX5|23468"
"DHCR24|1718"
"ZBTB26|57684"
"MTL5|9633"
"ADSL|158"
"FKBP15|23307"
"FBL|2091"
"C11orf68|83638"
"ZFR|51663"
"GGA1|26088"
"SUPT4H1|6827"
"NUP37|79023"
"CMTM1|113540"
"CA5BP|340591"
"MOCS3|27304"
"NBPF9|400818"
"LOC541473|541473"
"TRAPPC2P1|10597"
"MCFD2|90411"
"SDF4|51150"
"C1orf226|400793"
"C16orf45|89927"
"LOC678655|678655"
"HYAL3|8372"
"DBF4|10926"
"CXCL5|6374"
"ERN2|10595"
"OLA1|29789"
"GNB3|2784"
"RAG1AP1|55974"
"MFGE8|4240"
"ZNF101|94039"
"DPEP1|1800"
"RAC2|5880"
"CRIPAK|285464"
"C8orf38|137682"
"BCAS1|8537"
"MTCH2|23788"
"RAB24|53917"
"MAP2|4133"
"TTLL12|23170"
"C8orf41|80185"
"PHB|5245"
"CCDC40|55036"
"PRKD1|5587"
"UCN2|90226"
"MKX|283078"
"DYNLL2|140735"
"FAM72D|728833"
"HDLBP|3069"
"IPMK|253430"
"METTL12|751071"
"REP15|387849"
"TMTC1|83857"
"TFR2|7036"
"CNTN4|152330"
"NKD1|85407"
"SLC35E2|9906"
"DLL3|10683"
"RNPEP|6051"
"PCDH1|5097"
"ZSWIM7|125150"
"ERP29|10961"
"EIF6|3692"
"FAM43B|163933"
"NPEPL1|79716"
"PSMB6|5694"
"PCDHGA10|56106"
"PDGFA|5154"
"OLFML2A|169611"
"PDE12|201626"
"INTS3|65123"
"RPL38|6169"
"EXOC2|55770"
"ITPR2|3709"
"CITED4|163732"
"UXT|8409"
"CAPRIN1|4076"
"G2E3|55632"
"MLLT1|4298"
"INTS12|57117"
"NDC80|10403"
"RFK|55312"
"EFHA1|221154"
"C2orf86|51057"
"MCM5|4174"
"CDC42BPB|9578"
"ABCA1|19"
"PBX1|5087"
"RTN2|6253"
"CLTB|1212"
"ATP5L|10632"
"C5orf45|51149"
"ANKRD19|138649"
"RHBDF1|64285"
"ZNF273|10793"
"ZNF593|51042"
"ATP6V1D|51382"
"TRADD|8717"
"TOP2B|7155"
"IL27RA|9466"
"TNN|63923"
"KIAA1257|57501"
"BAT2L1|84726"
"ATP5J2|9551"
"RCSD1|92241"
"RLTPR|146206"
"RNH1|6050"
"SKIV2L|6499"
"DAK|26007"
"ZNF16|7564"
"TMEM175|84286"
"TNRC6B|23112"
"LMX1B|4010"
"CPNE5|57699"
"FGF12|2257"
"IL1R1|3554"
"TRPC1|7220"
"BFAR|51283"
"CSE1L|1434"
"ZNF226|7769"
"TBC1D8B|54885"
"TAF12|6883"
"STX1B|112755"
"CD274|29126"
"TADA2A|6871"
"SMARCA2|6595"
"BRIP1|83990"
"MAGI2|9863"
"GJB4|127534"
"RFX5|5993"
"C10orf54|64115"
"COX7A2|1347"
"SERPINA1|5265"
"MAGI3|260425"
"C9orf72|203228"
"MTMR9|66036"
"MFAP1|4236"
"CCDC64|92558"
"PRKCSH|5589"
"ADD1|118"
"ZNF816A|125893"
"LRRC28|123355"
"ACIN1|22985"
"SIAH1|6477"
"BAD|572"
"C4orf42|92070"
"LAT|27040"
"CD27|939"
"PAFAH1B2|5049"
"MRC2|9902"
"FAM8A1|51439"
"RNF122|79845"
"PLEK2|26499"
"LRRC47|57470"
"ARL15|54622"
"ARID5A|10865"
"ZBTB38|253461"
"LAMP2|3920"
"LEPROT|54741"
"APEH|327"
"ZNF543|125919"
"STOX1|219736"
"ATP7A|538"
"LYZ|4069"
"NISCH|11188"
"ZNF649|65251"
"BEST1|7439"
"CYP39A1|51302"
"JAK2|3717"
"NINL|22981"
"S100A4|6275"
"TM9SF2|9375"
"CSNK1E|1454"
"LNPEP|4012"
"CD109|135228"
"CBLC|23624"
"ITPK1|3705"
"VMO1|284013"
"PRMT2|3275"
"SIPA1L1|26037"
"MTERFD2|130916"
"IFT80|57560"
"ROR2|4920"
"SDHC|6391"
"TMEM139|135932"
"?|100134869"
"IFT46|56912"
"TRMT1|55621"
"ZNF271|10778"
"GLMN|11146"
"HES5|388585"
"TDRD3|81550"
"CXCL12|6387"
"FN3K|64122"
"SAR1B|51128"
"CNTN1|1272"
"NCAM2|4685"
"MAML3|55534"
"C15orf57|90416"
"ATP6AP1L|92270"
"KIAA1609|57707"
"MCEE|84693"
"AES|166"
"FBXL3|26224"
"WBP5|51186"
"RGAG4|340526"
"ZNF410|57862"
"VPS33A|65082"
"ROD1|9991"
"THAP6|152815"
"SPRN|503542"
"WDR20|91833"
"PIK3C2B|5287"
"RBL1|5933"
"WSCD1|23302"
"GOLM1|51280"
"RSBN1|54665"
"ACTR8|93973"
"LRRC57|255252"
"USP16|10600"
"ELOVL6|79071"
"STEAP3|55240"
"STX19|415117"
"ARL6|84100"
"MZF1|7593"
"PELI1|57162"
"HELLS|3070"
"NGF|4803"
"CYTH3|9265"
"FMO1|2326"
"GJB3|2707"
"C20orf54|113278"
"PPDPF|79144"
"JMJD8|339123"
"NFKBID|84807"
"TM4SF18|116441"
"C15orf39|56905"
"C22orf46|79640"
"SLMO2|51012"
"DDX51|317781"
"GTSE1|51512"
"CSNK2A2|1459"
"MAGED4|728239"
"RNF8|9025"
"SLITRK5|26050"
"ARL2BP|23568"
"HMBOX1|79618"
"AGAP5|729092"
"C6orf125|84300"
"MYO18B|84700"
"HCK|3055"
"PSD4|23550"
"NUP62|23636"
"TOR1A|1861"
"MYL9|10398"
"LDB2|9079"
"PTGR1|22949"
"TMEM50B|757"
"CCNK|8812"
"VEZT|55591"
"CORO2B|10391"
"TRIL|9865"
"MOXD1|26002"
"U2AF1L4|199746"
"SEPHS1|22929"
"GDA|9615"
"DDOST|1650"
"HAX1|10456"
"TMUB1|83590"
"OGFOD1|55239"
"SERTAD4|56256"
"TRIM69|140691"
"DUS1L|64118"
"C1orf159|54991"
"BCLAF1|9774"
"CLDN7|1366"
"PYGL|5836"
"RBBP8|5932"
"TIGD7|91151"
"ZNF175|7728"
"COL8A1|1295"
"CTLA4|1493"
"P2RY13|53829"
"WDR53|348793"
"OSM|5008"
"ZRSR2|8233"
"LOC284023|284023"
"RDH10|157506"
"SLC31A2|1318"
"MIB2|142678"
"POLI|11201"
"SAMD3|154075"
"C3orf62|375341"
"MMP12|4321"
"CARKD|55739"
"ACCN2|41"
"SLC7A7|9056"
"PSORS1C2|170680"
"GBP5|115362"
"PPFIA3|8541"
"DNAJC28|54943"
"MTBP|27085"
"CCDC25|55246"
"RPL29|6159"
"MRPL55|128308"
"CLCN5|1184"
"MPP1|4354"
"SEPW1|6415"
"PRKY|5616"
"DUOXA2|405753"
"ASB6|140459"
"NRF1|4899"
"ANKRD10|55608"
"PLA2G16|11145"
"LOC100131726|100131726"
"RAB11A|8766"
"ZNF496|84838"
"NARS|4677"
"NAPSB|256236"
"C3orf52|79669"
"NHEJ1|79840"
"SPA17|53340"
"ETFDH|2110"
"LOC644172|644172"
"MAPK6|5597"
"KL|9365"
"CD48|962"
"LOC100216001|100216001"
"MED9|55090"
"ATXN7L3|56970"
"NRIP1|8204"
"ZNF141|7700"
"AP1S3|130340"
"CTU2|348180"
"ETS1|2113"
"AIFM2|84883"
"LETMD1|25875"
"CHCHD4|131474"
"CCNI|10983"
"AGAP4|119016"
"KLHL18|23276"
"TAOK2|9344"
"PHF20|51230"
"ITGB3|3690"
"MEOX1|4222"
"BTF3|689"
"LOC374443|374443"
"CCBP2|1238"
"CISD2|493856"
"EZR|7430"
"SELENBP1|8991"
"GPC4|2239"
"RPL13AP3|645683"
"KIAA0240|23506"
"TCF7L1|83439"
"CX3CR1|1524"
"USP22|23326"
"TRIM58|25893"
"SPCS1|28972"
"RPL8|6132"
"PABPC4L|132430"
"CEP170|9859"
"CLP1|10978"
"HS3ST1|9957"
"IWS1|55677"
"C19orf61|56006"
"PTGDS|5730"
"MAD2L2|10459"
"C3orf19|51244"
"BNIPL|149428"
"CCDC130|81576"
"PALLD|23022"
"ATP10A|57194"
"GART|2618"
"GRIP2|80852"
"TPRXL|348825"
"SFRS12IP1|285672"
"THBS3|7059"
"ERH|2079"
"FOXG1|2290"
"ZNF586|54807"
"ADAL|161823"
"ANKRD29|147463"
"RABL2B|11158"
"C5orf41|153222"
"TGM5|9333"
"LOC649330|649330"
"AQR|9716"
"C1QA|712"
"SIGLEC14|100049587"
"TAX1BP1|8887"
"BAG3|9531"
"RAD54L2|23132"
"LOXL2|4017"
"FOXK2|3607"
"SMUG1|23583"
"TBX3|6926"
"MS4A4A|51338"
"PCDHGA11|56105"
"WDR7|23335"
"EPHX1|2052"
"RARS2|57038"
"LIPA|3988"
"TGFA|7039"
"MFSD7|84179"
"PIP5K1A|8394"
"TATDN2|9797"
"FAM69A|388650"
"ZNF800|168850"
"ARHGEF5|7984"
"RHBDL3|162494"
"COX18|285521"
"DMRT2|10655"
"RNF24|11237"
"GLIPR1|11010"
"HCST|10870"
"ACAP3|116983"
"PPP2R3C|55012"
"ESYT2|57488"
"CACNA1D|776"
"CYCS|54205"
"SUPT6H|6830"
"LOC100130932|100130932"
"CUBN|8029"
"ATP5J|522"
"AMMECR1L|83607"
"ZNF322A|79692"
"RCOR3|55758"
"GPM6B|2824"
"PRAF2|11230"
"RAB11FIP5|26056"
"CCDC6|8030"
"MBD3|53615"
"SOX2|6657"
"FAM169A|26049"
"NFYB|4801"
"PHLPP2|23035"
"UBQLN1|29979"
"TRIM47|91107"
"ATP5D|513"
"TBCD|6904"
"PTX3|5806"
"HPS4|89781"
"TTC28|23331"
"DPEP2|64174"
"LOC285629|285629"
"SBNO2|22904"
"ZNF696|79943"
"CMAS|55907"
"NUDCD3|23386"
"AACSL|729522"
"RGS19|10287"
"PHF13|148479"
"BNIP3L|665"
"TINF2|26277"
"SLC4A4|8671"
"RNF180|285671"
"AMACR|23600"
"PLA2G2A|5320"
"ERG|2078"
"METTL11A|28989"
"RHOD|29984"
"ZNF286A|57335"
"WIPI2|26100"
"TRAPPC5|126003"
"RRAS|6237"
"C9orf91|203197"
"SNRNP48|154007"
"BRF2|55290"
"PEX16|9409"
"ARMCX1|51309"
"NTHL1|4913"
"CCNT1|904"
"C5orf23|79614"
"ATG4B|23192"
"THNSL1|79896"
"SEC23B|10483"
"CCRL1|51554"
"YTHDF1|54915"
"PTBP1|5725"
"JAG1|182"
"C11orf17|56672"
"FAM193A|8603"
"UBLCP1|134510"
"PIGA|5277"
"ABCG1|9619"
"SUSD4|55061"
"FKBP3|2287"
"LRRFIP1|9208"
"MCM3AP|8888"
"ATP8B2|57198"
"TF|7018"
"TACR1|6869"
"GSTM2|2946"
"TMEM105|284186"
"TUBA8|51807"
"HAUS5|23354"
"SGK494|124923"
"TMTC4|84899"
"ADARB1|104"
"SLC6A4|6532"
"PPP1R2|5504"
"ZNF219|51222"
"C8orf44|56260"
"HIST1H2BD|3017"
"PALM2-AKAP2|445815"
"ANKRD36BP1|84832"
"H2AFX|3014"
"MCOLN2|255231"
"FKBP7|51661"
"AHCY|191"
"SYK|6850"
"ATP8B1|5205"
"GTF3C3|9330"
"PPP2R2A|5520"
"RRP1|8568"
"MRPL50|54534"
"COX7A1|1346"
"FAM174B|400451"
"OPA3|80207"
"PLEKHA6|22874"
"SPATS2|65244"
"SLITRK6|84189"
"C7orf58|79974"
"LRCH1|23143"
"ST7OT1|93653"
"DDX28|55794"
"OSTF1|26578"
"RPL23|9349"
"PRX|57716"
"METT10D|79066"
"RGL1|23179"
"MECP2|4204"
"NR2C2|7182"
"TECR|9524"
"ASMTL|8623"
"PTMS|5763"
"TCERG1|10915"
"USO1|8615"
"CDC42EP1|11135"
"INO80B|83444"
"LOC400696|400696"
"UBASH3A|53347"
"KLF10|7071"
"PRR3|80742"
"DHRS9|10170"
"FGF2|2247"
"RPS4Y1|6192"
"RNF160|26046"
"MRPS16|51021"
"YWHAQ|10971"
"ZYG11B|79699"
"TM7SF2|7108"
"LTF|4057"
"SLC41A1|254428"
"TAZ|6901"
"MEF2D|4209"
"ARMC10|83787"
"NTM|50863"
"PPT2|9374"
"RAPGEF3|10411"
"NFIL3|4783"
"LDLRAD2|401944"
"MED27|9442"
"MYH10|4628"
"PGAP3|93210"
"AFF4|27125"
"C16orf55|124045"
"IPPK|64768"
"ZNF432|9668"
"CASP8AP2|9994"
"CCDC94|55702"
"STT3B|201595"
"PRDX2|7001"
"SERPINE2|5270"
"ST13|6767"
"GSTM5|2949"
"CRLF1|9244"
"FAM117A|81558"
"MTRR|4552"
"TBXAS1|6916"
"CCDC106|29903"
"PRTG|283659"
"C9orf98|158067"
"CECR7|100130418"
"BLOC1S1|2647"
"GEN1|348654"
"HMG20A|10363"
"WDR78|79819"
"EPCAM|4072"
"ACVR2B|93"
"CCDC132|55610"
"DCUN1D5|84259"
"TXNDC15|79770"
"EIF2AK1|27102"
"DCAKD|79877"
"PPP4R1|9989"
"CECR5|27440"
"HRCT1|646962"
"HPS5|11234"
"RBBP6|5930"
"RSU1|6251"
"LOC339535|339535"
"DUOX2|50506"
"RAP1GDS1|5910"
"SYT11|23208"
"SERPINB5|5268"
"ZBP1|81030"
"ZNF280D|54816"
"IFT81|28981"
"KIAA1875|340390"
"SNRNP27|11017"
"NAP1L2|4674"
"SLC22A3|6581"
"UPK2|7379"
"IRX4|50805"
"MPP7|143098"
"CASP6|839"
"MREG|55686"
"STK39|27347"
"RPAP2|79871"
"SYT13|57586"
"ATP13A4|84239"
"KIR2DL4|3805"
"CHP2|63928"
"PLCL2|23228"
"CPEB2|132864"
"ABCA3|21"
"HHAT|55733"
"LOC339524|339524"
"ZNF420|147923"
"PPM1F|9647"
"ATP5E|514"
"ZNF513|130557"
"DSG1|1828"
"FAM118B|79607"
"SECTM1|6398"
"SLC22A23|63027"
"SLC4A8|9498"
"SEMA4C|54910"
"SNX24|28966"
"CN5H6.4|150384"
"POLE4|56655"
"GSTP1|2950"
"GOLGA1|2800"
"PPT1|5538"
"DNAH3|55567"
"SARDH|1757"
"PRSS36|146547"
"SAV1|60485"
"BANP|54971"
"PDGFB|5155"
"ZFAND2B|130617"
"PRG4|10216"
"OFD1|8481"
"SSH1|54434"
"CDH23|64072"
"SLC7A6|9057"
"MYBBP1A|10514"
"C3orf14|57415"
"ZBTB17|7709"
"GPS2|2874"
"UPF2|26019"
"ID3|3399"
"HECW1|23072"
"SGSM3|27352"
"IL31RA|133396"
"MLF1|4291"
"COQ10A|93058"
"ZNF124|7678"
"GIMAP2|26157"
"PPM1H|57460"
"LOC387646|387646"
"C11orf71|54494"
"DTNA|1837"
"C4orf26|152816"
"SPOCK1|6695"
"DENND2A|27147"
"psiTPTE22|387590"
"OR2A9P|441295"
"JAGN1|84522"
"BEX5|340542"
"SP100|6672"
"KLHL8|57563"
"FERMT1|55612"
"DDX55|57696"
"DCAF11|80344"
"DENND3|22898"
"PRSS27|83886"
"APEX1|328"
"B3GNT3|10331"
"ISG15|9636"
"SREBF1|6720"
"IARS2|55699"
"DCTN6|10671"
"ACTB|60"
"LRRCC1|85444"
"CHCHD5|84269"
"INO80E|283899"
"FOXP2|93986"
"ISPD|729920"
"SBDSP1|155370"
"ABCA2|20"
"HSD17B2|3294"
"CCL22|6367"
"DLG4|1742"
"ZFPM2|23414"
"MFSD4|148808"
"EFNB2|1948"
"FOXE1|2304"
"CAMK1D|57118"
"LOC654433|654433"
"ZNF276|92822"
"IDS|3423"
"PLA2G4C|8605"
"BRWD1|54014"
"AEN|64782"
"SRGAP2|23380"
"C19orf26|255057"
"FAM155A|728215"
"SLC7A6OS|84138"
"ZNF511|118472"
"SMTN|6525"
"SEC61A1|29927"
"PAX3|5077"
"RPL7A|6130"
"THOC4|10189"
"TMEM185B|79134"
"RNF216|54476"
"GDF15|9518"
"ZC3H10|84872"
"C13orf34|79866"
"DCP2|167227"
"DPY19L3|147991"
"GFER|2671"
"ZNF200|7752"
"SLC26A6|65010"
"GLE1|2733"
"KDM3B|51780"
"PLD3|23646"
"NRIP2|83714"
"ALDH5A1|7915"
"RLIM|51132"
"ZC3HAV1|56829"
"LPPR1|54886"
"LPAR2|9170"
"ANGPT2|285"
"SMARCC1|6599"
"ATP10B|23120"
"HIC1|3090"
"ITGAE|3682"
"STK17A|9263"
"SCARB2|950"
"FAM83B|222584"
"CCDC58|131076"
"MEI1|150365"
"SYNRG|11276"
"PDZD8|118987"
"UQCRC1|7384"
"STAT5A|6776"
"NNMT|4837"
"SCFD1|23256"
"TUSC1|286319"
"RANGAP1|5905"
"MLPH|79083"
"RTF1|23168"
"GLRX|2745"
"RUVBL2|10856"
"KPNB1|3837"
"FTSJD1|55783"
"NIPAL2|79815"
"KLHL9|55958"
"CAPN1|823"
"FRY|10129"
"TSTD2|158427"
"HLTF|6596"
"CENPO|79172"
"ENDOG|2021"
"TAPBPL|55080"
"SYT7|9066"
"GPAA1|8733"
"METTL10|399818"
"PRF1|5551"
"KIAA0232|9778"
"ATP6V0E1|8992"
"NLRP1|22861"
"STYX|6815"
"PRR19|284338"
"RASGRP3|25780"
"TPCN2|219931"
"ICAM2|3384"
"NAGS|162417"
"STEAP1|26872"
"TOX3|27324"
"GPATCH3|63906"
"ZNF280B|140883"
"UQCR10|29796"
"RORC|6097"
"C21orf33|8209"
"NIT2|56954"
"ANKRA2|57763"
"LOC284900|284900"
"MUM1|84939"
"PRKCA|5578"
"SPAG1|6674"
"UBN1|29855"
"GIN1|54826"
"GATA3|2625"
"LRRC37B2|147172"
"TCEA3|6920"
"PELO|53918"
"BCAP31|10134"
"CIRBP|1153"
"ARHGAP39|80728"
"FTSJ3|117246"
"GPR125|166647"
"SLC44A5|204962"
"C10orf116|10974"
"PDGFC|56034"
"ZNF777|27153"
"ITGA2B|3674"
"SERPINB3|6317"
"PINK1|65018"
"KIF7|374654"
"CLEC14A|161198"
"C12orf53|196500"
"WNK1|65125"
"TXNIP|10628"
"CPNE3|8895"
"C20orf46|55321"
